candidate_id,rank,score,reasoning
CAND_0084681,76,0.7398968453407287,AI Specialist with 3.5 yrs exp. Base semantic match adjusted by 67% response rate.
CAND_0093193,77,0.7384554480314255,Senior Machine Learning Engineer with 7.9 yrs exp. Base semantic match adjusted by 61% response rate.
CAND_0001405,78,0.7382644255161286,Data Scientist with 3.5 yrs exp. Base semantic match adjusted by 69% response rate.
CAND_0098952,79,0.7378482396602631,AI Research Engineer with 5.5 yrs exp. Base semantic match adjusted by 66% response rate.
CAND_0013122,80,0.7376783123016357,AI Specialist with 4.3 yrs exp. Base semantic match adjusted by 56% response rate.
CAND_0043676,81,0.7375261813402176,Senior Software Engineer (ML) with 6.1 yrs exp. Base semantic match adjusted by 65% response rate.
CAND_0095042,82,0.7359104084968567,Senior Software Engineer (ML) with 5.1 yrs exp. Base semantic match adjusted by 60% response rate.
CAND_0020877,83,0.7358419961929322,Applied ML Engineer with 5.1 yrs exp. Base semantic match adjusted by 66% response rate.
CAND_0052030,84,0.7355932350158692,Senior Software Engineer (ML) with 4.1 yrs exp. Base semantic match adjusted by 64% response rate.
CAND_0077552,85,0.7348911654949188,Senior Software Engineer (ML) with 3.4 yrs exp. Base semantic match adjusted by 54% response rate.
CAND_0042506,86,0.7341450805664063,Search Engineer with 4.2 yrs exp. Base semantic match adjusted by 48% response rate.
CAND_0040820,87,0.733268301486969,Senior Software Engineer (ML) with 5.5 yrs exp. Base semantic match adjusted by 62% response rate.
CAND_0030827,88,0.7304074549674988,Senior Data Scientist with 5.4 yrs exp. Base semantic match adjusted by 52% response rate.
CAND_0046526,89,0.7298653016090393,ML Engineer with 5.5 yrs exp. Base semantic match adjusted by 61% response rate.
CAND_0076904,90,0.7284063851833343,Senior Data Scientist with 4.2 yrs exp. Base semantic match adjusted by 54% response rate.
CAND_0058412,91,0.7284051948785782,Senior Software Engineer (ML) with 6.6 yrs exp. Base semantic match adjusted by 43% response rate.
CAND_0072091,92,0.7264097499847413,ML Engineer with 4.6 yrs exp. Base semantic match adjusted by 60% response rate.
CAND_0076412,93,0.7255450611114502,AI Research Engineer with 5.8 yrs exp. Base semantic match adjusted by 54% response rate.
CAND_0036863,94,0.7250680470466614,Senior Data Scientist with 4.3 yrs exp. Base semantic match adjusted by 46% response rate.
CAND_0000981,95,0.7246268111467362,ML Engineer with 6.4 yrs exp. Base semantic match adjusted by 55% response rate.
CAND_0003609,96,0.7235069990158082,Senior Software Engineer (ML) with 6.1 yrs exp. Base semantic match adjusted by 50% response rate.
CAND_0018888,97,0.7229655414819718,AI Research Engineer with 6.5 yrs exp. Base semantic match adjusted by 55% response rate.
CAND_0055624,98,0.7215612473487855,Data Scientist with 3.8 yrs exp. Base semantic match adjusted by 51% response rate.
CAND_0070206,99,0.7193601951599121,Senior Software Engineer (ML) with 4.9 yrs exp. Base semantic match adjusted by 49% response rate.
CAND_0065878,100,0.7188660659790039,Senior Data Scientist with 7.8 yrs exp. Base semantic match adjusted by 48% response rate.
